307200,-726.7140691125109
Saving model weights at episode 25 with average episode reward -726.7140691125109
614400,-653.3866354001473
Saving model weights at episode 50 with average episode reward -653.3866354001473
921600,-14.787435624713437
Saving model weights at episode 75 with average episode reward -14.787435624713437
1228800,73.8153243542546
Saving model weights at episode 100 with average episode reward 73.8153243542546
1536000,254.14847152699252
Saving model weights at episode 125 with average episode reward 254.14847152699252
1843200,225.14758891294616
2150400,197.9859409335108
2457600,157.29171211460633
2764800,187.2439645680786
3072000,183.95111555599908
3379200,227.31848490434714
3686400,237.0811557624483
3993600,211.90153083337796
4300800,131.5454957361748
4608000,132.09072259801985
4915200,123.7064599226
5222400,213.97378167045315
5529600,5.316230046873255
5836800,150.1706807343454
6144000,121.35962063541368
6451200,74.31343628190673
6758400,215.35580713737974
7065600,136.97538011948197
7372800,172.71716655953875
7680000,111.67346488528183
7987200,141.67777345087634
8294400,89.99794402107287
8601600,188.56206772715817
8908800,161.25290871452023
9216000,199.3527287830047
9523200,124.98932396452895
9830400,83.8042804353726
10137600,94.26962300481276
10444800,168.68667867414442
10752000,190.79376576236785
11059200,100.02700860127119
11366400,68.32324890964884
11673600,136.08941132314214
11980800,159.43742491788225
12288000,141.75001052705426
12595200,267.95349177868275
Saving model weights at episode 1025 with average episode reward 267.95349177868275
12902400,90.55764863466318
13209600,148.73937172711845
13516800,186.3643574329644
13824000,40.93093800850665
14131200,179.3698612139566
14438400,70.28447539100175
14745600,239.3588526175952
15052800,151.42011349516423
15360000,107.80933964161962
15667200,39.74852047488216
15974400,153.59632347383814
16281600,185.85571583930854
16588800,187.1376450906193
16896000,68.92248375506557
17203200,-37.48530317147477
17510400,-105.43583681143451
17817600,203.62892603203434
18124800,183.22017827837826
18432000,3.388362441609802
18739200,23.660974258418396
19046400,21.917136853748552
19353600,40.07140790526316
19660800,-13.326732588400095
19968000,30.75581703450891
20275200,-206.34072340126482
20582400,-36.550145641175085
20889600,-56.46722987662591
21196800,-60.135477004486106
21504000,5.121751725915587
21811200,-4.561344101057709
22118400,51.73172450325475
22425600,126.58094289998638
22732800,150.80789204951608
23040000,195.89906433333488
23347200,195.95723687941756
23654400,-0.099361472108566
23961600,3.594030901733248
24268800,45.64655510074434
24576000,110.40883627443324
24883200,164.7704097081351
